machine,workers,walltime
nesh_skylake,20,19.296643018722534
nesh_skylake,20,19.389012098312378
nesh_skylake,20,19.180371284484863
nesh_skylake,20,19.235687971115112
nesh_skylake,20,19.619282007217407
nesh_skylake,20,19.38971495628357
nesh_skylake,20,19.142093181610107
nesh_skylake,20,19.565229177474976
nesh_skylake,20,19.580716848373413
nesh_skylake,20,19.608890771865845
nesh_skylake,20,19.703272819519043
nesh_skylake,20,19.30085587501526
nesh_skylake,20,18.86126160621643
nesh_skylake,20,19.539926290512085
nesh_skylake,20,19.696333646774292
nesh_skylake,20,19.720483541488647
nesh_skylake,20,19.460156202316284
nesh_skylake,20,18.919655084609985
nesh_skylake,20,19.659124851226807
nesh_skylake,20,19.574283599853516
nesh_skylake,20,19.50762152671814
nesh_skylake,20,19.704196214675903
nesh_skylake,20,19.521754264831543
nesh_skylake,20,19.184385061264038
nesh_skylake,20,19.386482000350952
nesh_skylake,40,13.801313638687134
nesh_skylake,40,13.441880702972412
nesh_skylake,40,14.023152828216553
nesh_skylake,40,14.19032096862793
nesh_skylake,40,14.457098007202148
nesh_skylake,40,14.009612321853638
nesh_skylake,40,14.038516998291016
nesh_skylake,40,13.629512786865234
nesh_skylake,40,14.350476026535034
nesh_skylake,40,14.240056991577148
nesh_skylake,40,14.289320468902588
nesh_skylake,40,13.202759742736816
nesh_skylake,40,14.270352602005005
nesh_skylake,40,13.904181480407715
nesh_skylake,40,14.400173664093018
nesh_skylake,40,14.577728986740112
nesh_skylake,40,13.795420169830322
nesh_skylake,40,13.92682409286499
nesh_skylake,40,14.177231550216675
nesh_skylake,40,13.509633541107178
nesh_skylake,40,14.2253098487854
nesh_skylake,40,14.635209083557129
nesh_skylake,40,13.993811130523682
nesh_skylake,40,13.721110582351685
nesh_skylake,40,14.514741659164429
nesh_skylake,60,12.132969379425049
nesh_skylake,60,12.089845657348633
nesh_skylake,60,12.704851627349854
nesh_skylake,60,12.106386423110962
nesh_skylake,60,12.647322654724121
nesh_skylake,60,12.91623854637146
nesh_skylake,60,12.720089673995972
nesh_skylake,60,12.829219818115234
nesh_skylake,60,12.933841705322266
nesh_skylake,60,12.620719194412231
nesh_skylake,60,12.775144815444946
nesh_skylake,60,13.012678384780884
nesh_skylake,60,12.909211874008179
nesh_skylake,60,12.782221794128418
nesh_skylake,60,12.78022050857544
nesh_skylake,60,12.502645015716553
nesh_skylake,60,12.211656093597412
nesh_skylake,60,12.848647117614746
nesh_skylake,60,12.75144624710083
nesh_skylake,60,12.883025884628296
nesh_skylake,60,12.689349174499512
nesh_skylake,60,12.691355466842651
nesh_skylake,60,12.713369369506836
nesh_skylake,60,12.745307683944702
nesh_skylake,60,12.270204067230225
