machine,workers,walltime
scalc,2,210.17472219467163
scalc,2,189.6293864250183
scalc,2,180.13303446769714
scalc,2,176.98215436935425
scalc,2,250.49038243293762
scalc,2,217.39826035499573
scalc,2,251.86420130729675
scalc,2,238.22302436828613
scalc,2,254.3706772327423
scalc,2,247.97589254379272
scalc,2,254.47999453544617
scalc,2,247.30104231834412
scalc,2,249.47608947753906
scalc,2,249.82241082191467
scalc,2,249.29190111160278
scalc,2,249.60090470314026
scalc,2,251.45156598091125
scalc,2,253.28108620643616
scalc,2,250.22490215301514
scalc,2,254.50606656074524
scalc,2,256.2770526409149
scalc,2,252.7208342552185
scalc,2,257.2120876312256
scalc,2,255.33927845954895
scalc,2,260.587947845459
scalc,4,74.14618849754333
scalc,4,68.69182753562927
scalc,4,72.43520855903625
scalc,4,70.80151104927063
scalc,4,69.5211489200592
scalc,4,70.35470962524414
scalc,4,69.67460441589355
scalc,4,71.82390403747559
scalc,4,71.42927622795105
scalc,4,71.24970817565918
scalc,4,70.54835343360901
scalc,4,69.88161420822144
scalc,4,71.42485690116882
scalc,4,70.99576950073242
scalc,4,69.99259614944458
scalc,4,72.95829749107361
scalc,4,70.0314576625824
scalc,4,71.80508422851562
scalc,4,70.18379211425781
scalc,4,69.35592770576477
scalc,4,72.14025855064392
scalc,4,69.51364469528198
scalc,4,70.72073674201965
scalc,4,68.757972240448
scalc,4,69.85622310638428
scalc,6,68.24574875831604
scalc,6,65.82658886909485
scalc,6,64.69777774810791
scalc,6,63.65717959403992
scalc,6,61.4795925617218
scalc,6,61.04930233955383
scalc,6,63.50350904464722
scalc,6,61.0715491771698
scalc,6,62.80920767784119
scalc,6,64.33552408218384
scalc,6,62.04217553138733
scalc,6,61.24969720840454
scalc,6,62.69079637527466
scalc,6,63.036218881607056
scalc,6,61.32665419578552
scalc,6,61.76556181907654
scalc,6,62.06909465789795
scalc,6,61.9848427772522
scalc,6,61.008108615875244
scalc,6,62.465152978897095
scalc,6,61.12626504898071
scalc,6,60.86773371696472
scalc,6,61.037410497665405
scalc,6,62.58772587776184
scalc,6,61.66601085662842
scalc,8,55.10943293571472
scalc,8,55.070709228515625
scalc,8,53.90349292755127
scalc,8,56.21424913406372
scalc,8,54.1065559387207
scalc,8,55.525484561920166
scalc,8,55.14648175239563
scalc,8,54.676748752593994
scalc,8,52.69170093536377
scalc,8,52.391775131225586
scalc,8,50.84815526008606
scalc,8,51.66418695449829
scalc,8,51.91124629974365
scalc,8,50.76460075378418
scalc,8,50.67171359062195
scalc,8,53.24143028259277
scalc,8,49.9961314201355
scalc,8,51.38738179206848
scalc,8,52.748321294784546
scalc,8,50.86853313446045
scalc,8,51.30144190788269
scalc,8,53.44218182563782
scalc,8,53.95761060714722
scalc,8,53.3137149810791
scalc,8,53.220553398132324
scalc,10,57.80620336532593
scalc,10,57.45125985145569
scalc,10,55.94317150115967
scalc,10,54.709463357925415
scalc,10,55.32882571220398
scalc,10,57.02991080284119
scalc,10,54.58141040802002
scalc,10,50.681912660598755
scalc,10,51.97511076927185
scalc,10,53.87286329269409
scalc,10,52.98205304145813
scalc,10,51.887601137161255
scalc,10,52.24223709106445
scalc,10,51.929892778396606
scalc,10,52.3939414024353
scalc,10,51.52388572692871
scalc,10,53.132755517959595
scalc,10,51.19226336479187
scalc,10,49.99411368370056
scalc,10,49.62559366226196
scalc,10,47.050296783447266
scalc,10,57.72425723075867
scalc,10,54.922163248062134
scalc,10,59.40840291976929
scalc,10,66.75413203239441
scalc,20,64.09219765663147
scalc,20,61.28688168525696
scalc,20,61.04753255844116
scalc,20,62.78152513504028
scalc,20,60.882489919662476
scalc,20,63.073049783706665
scalc,20,63.45152926445007
scalc,20,62.11460781097412
scalc,20,62.49518084526062
scalc,20,62.21341681480408
scalc,20,62.29651093482971
scalc,20,58.53329920768738
scalc,20,59.57075238227844
scalc,20,60.48927545547485
scalc,20,62.830164194107056
scalc,20,51.825923919677734
scalc,20,53.89624381065369
scalc,20,48.90432786941528
scalc,20,49.93819284439087
scalc,20,49.67387080192566
scalc,20,51.19487500190735
scalc,20,56.10081911087036
scalc,20,51.861602544784546
scalc,20,51.428396224975586
scalc,20,51.405994176864624
