machine,workers,walltime
nesh_cascade,20,17.096360683441162
nesh_cascade,20,16.780277729034424
nesh_cascade,20,16.95757555961609
nesh_cascade,20,16.720374822616577
nesh_cascade,20,17.13913893699646
nesh_cascade,20,17.015395879745483
nesh_cascade,20,17.05829691886902
nesh_cascade,20,17.17868661880493
nesh_cascade,20,17.256451845169067
nesh_cascade,20,17.14103412628174
nesh_cascade,20,17.42955255508423
nesh_cascade,20,17.555126190185547
nesh_cascade,20,16.70630979537964
nesh_cascade,20,16.549285411834717
nesh_cascade,20,17.319690465927124
nesh_cascade,20,17.51862120628357
nesh_cascade,20,17.298836946487427
nesh_cascade,20,17.426189422607422
nesh_cascade,20,17.40135383605957
nesh_cascade,20,17.162036418914795
nesh_cascade,20,16.98512887954712
nesh_cascade,20,17.42461609840393
nesh_cascade,20,17.280250310897827
nesh_cascade,20,17.255324363708496
nesh_cascade,20,17.762049913406372
nesh_cascade,40,12.308581113815308
nesh_cascade,40,12.584368228912354
nesh_cascade,40,12.598160982131958
nesh_cascade,40,12.652496814727783
nesh_cascade,40,12.231730222702026
nesh_cascade,40,11.900030136108398
nesh_cascade,40,12.921321153640747
nesh_cascade,40,12.381337881088257
nesh_cascade,40,12.808302402496338
nesh_cascade,40,12.75574541091919
nesh_cascade,40,12.302564859390259
nesh_cascade,40,12.986741304397583
nesh_cascade,40,12.857552528381348
nesh_cascade,40,12.791730880737305
nesh_cascade,40,12.333224773406982
nesh_cascade,40,13.077276706695557
nesh_cascade,40,12.790156126022339
nesh_cascade,40,13.060112714767456
nesh_cascade,40,12.17077112197876
nesh_cascade,40,12.900575876235962
nesh_cascade,40,12.441656827926636
nesh_cascade,40,12.62324857711792
nesh_cascade,40,12.450806856155396
nesh_cascade,40,12.715304136276245
nesh_cascade,40,12.505430698394775
nesh_cascade,60,11.555122375488281
nesh_cascade,60,11.847503662109375
nesh_cascade,60,11.008516550064087
nesh_cascade,60,11.025097608566284
nesh_cascade,60,10.881524324417114
nesh_cascade,60,10.78136396408081
nesh_cascade,60,11.04128646850586
nesh_cascade,60,11.601268529891968
nesh_cascade,60,11.461024522781372
nesh_cascade,60,11.392783641815186
nesh_cascade,60,11.633567094802856
nesh_cascade,60,11.416901588439941
nesh_cascade,60,11.311319351196289
nesh_cascade,60,11.28990626335144
nesh_cascade,60,10.924851179122925
nesh_cascade,60,10.75979995727539
nesh_cascade,60,11.403981685638428
nesh_cascade,60,11.49774980545044
nesh_cascade,60,11.659090757369995
nesh_cascade,60,11.62119722366333
nesh_cascade,60,11.21146559715271
nesh_cascade,60,11.275399208068848
nesh_cascade,60,11.772023677825928
nesh_cascade,60,11.70451831817627
nesh_cascade,60,11.886824369430542
