machine,workers,walltime
scalc,2,175.4407992362976
scalc,2,170.57622957229614
scalc,2,240.0254204273224
scalc,2,232.23685836791992
scalc,2,245.9748477935791
scalc,2,244.02057075500488
scalc,2,254.59698343276978
scalc,2,247.12935972213745
scalc,2,260.16321325302124
scalc,2,258.45417857170105
scalc,2,251.46482372283936
scalc,2,266.7512469291687
scalc,2,252.44705438613892
scalc,2,259.4632785320282
scalc,2,252.04606103897095
scalc,2,267.55371284484863
scalc,2,256.3660578727722
scalc,2,254.0659954547882
scalc,2,264.5029881000519
scalc,2,253.3894441127777
scalc,2,266.1983678340912
scalc,2,250.19628190994263
scalc,2,266.1427114009857
scalc,2,259.68470788002014
scalc,2,272.42245149612427
scalc,4,81.09548282623291
scalc,4,82.95544075965881
scalc,4,82.26825475692749
scalc,4,82.15119409561157
scalc,4,80.72753739356995
scalc,4,81.59615778923035
scalc,4,80.41555190086365
scalc,4,80.74208950996399
scalc,4,80.65631222724915
scalc,4,80.90839338302612
scalc,4,86.42085814476013
scalc,4,81.58031988143921
scalc,4,79.36851716041565
scalc,4,81.2900128364563
scalc,4,80.46055817604065
scalc,4,82.23883152008057
scalc,4,82.70925974845886
scalc,4,80.49534940719604
scalc,4,82.83090996742249
scalc,4,82.56868743896484
scalc,4,82.06658411026001
scalc,4,82.45386672019958
scalc,4,81.0665078163147
scalc,4,81.51978015899658
scalc,4,81.61159110069275
scalc,6,60.20794153213501
scalc,6,60.89090704917908
scalc,6,60.936110496520996
scalc,6,60.59246277809143
scalc,6,62.345041036605835
scalc,6,63.66057848930359
scalc,6,63.55222487449646
scalc,6,62.14208936691284
scalc,6,63.285600662231445
scalc,6,61.43827676773071
scalc,6,62.362900495529175
scalc,6,60.38948345184326
scalc,6,61.61986565589905
scalc,6,67.80864715576172
scalc,6,60.73452043533325
scalc,6,63.907877922058105
scalc,6,61.40036368370056
scalc,6,63.59286570549011
scalc,6,63.648011922836304
scalc,6,61.88015913963318
scalc,6,60.53239893913269
scalc,6,64.64219617843628
scalc,6,64.16729259490967
scalc,6,62.6338324546814
scalc,6,62.754125356674194
scalc,8,54.32198524475098
scalc,8,54.55539846420288
scalc,8,52.690640449523926
scalc,8,52.772698402404785
scalc,8,54.30522584915161
scalc,8,54.12206292152405
scalc,8,56.62227439880371
scalc,8,55.76308751106262
scalc,8,55.63256645202637
scalc,8,55.812758445739746
scalc,8,56.25523924827576
scalc,8,53.831552505493164
scalc,8,54.80718731880188
scalc,8,55.595863342285156
scalc,8,55.59624767303467
scalc,8,56.93708920478821
scalc,8,55.166754722595215
scalc,8,55.8152961730957
scalc,8,47.57919120788574
scalc,8,54.05584692955017
scalc,8,54.06789779663086
scalc,8,54.22379755973816
scalc,8,55.101797103881836
scalc,8,54.626112937927246
scalc,8,53.094682931900024
scalc,10,55.87316012382507
scalc,10,59.784295320510864
scalc,10,52.451149463653564
scalc,10,52.85000228881836
scalc,10,52.96791386604309
scalc,10,52.4760308265686
scalc,10,54.02996826171875
scalc,10,50.9858455657959
scalc,10,51.27778434753418
scalc,10,51.59946870803833
scalc,10,50.94876027107239
scalc,10,47.89435386657715
scalc,10,49.591038942337036
scalc,10,50.72553372383118
scalc,10,50.28181576728821
scalc,10,48.97553324699402
scalc,10,49.74893856048584
scalc,10,50.2462215423584
scalc,10,49.83031487464905
scalc,10,50.05461549758911
scalc,10,50.76686477661133
scalc,10,51.643157958984375
scalc,10,49.118648529052734
scalc,10,47.96933388710022
scalc,10,49.09018588066101
