machine,workers,walltime
nesh_skylake,2,139.2312707901001
nesh_skylake,2,139.09119033813477
nesh_skylake,2,138.96658205986023
nesh_skylake,2,139.88263177871704
nesh_skylake,2,139.45421028137207
nesh_skylake,2,141.1983871459961
nesh_skylake,2,140.74783301353455
nesh_skylake,2,139.72385668754578
nesh_skylake,2,140.10785508155823
nesh_skylake,2,141.19242429733276
nesh_skylake,2,141.1992313861847
nesh_skylake,2,139.91694498062134
nesh_skylake,2,139.04479789733887
nesh_skylake,2,139.40455317497253
nesh_skylake,2,139.42674326896667
nesh_skylake,2,139.94279527664185
nesh_skylake,2,140.51877784729004
nesh_skylake,2,140.95707988739014
nesh_skylake,2,141.30471777915955
nesh_skylake,2,140.29377126693726
nesh_skylake,2,140.41544914245605
nesh_skylake,2,140.61280465126038
nesh_skylake,2,139.52873015403748
nesh_skylake,2,139.24081563949585
nesh_skylake,2,141.06538939476013
nesh_skylake,4,76.7038345336914
nesh_skylake,4,76.50683498382568
nesh_skylake,4,76.61130237579346
nesh_skylake,4,77.45666027069092
nesh_skylake,4,76.64953851699829
nesh_skylake,4,76.84823989868164
nesh_skylake,4,76.44753789901733
nesh_skylake,4,76.23628759384155
nesh_skylake,4,76.42913174629211
nesh_skylake,4,76.68270707130432
nesh_skylake,4,76.46592164039612
nesh_skylake,4,76.38409686088562
nesh_skylake,4,76.05827903747559
nesh_skylake,4,76.2035596370697
nesh_skylake,4,76.57266592979431
nesh_skylake,4,76.78728985786438
nesh_skylake,4,76.88541221618652
nesh_skylake,4,76.94784712791443
nesh_skylake,4,75.50449967384338
nesh_skylake,4,76.31157302856445
nesh_skylake,4,76.89900970458984
nesh_skylake,4,76.64926218986511
nesh_skylake,4,76.43581676483154
nesh_skylake,4,76.20151853561401
nesh_skylake,4,76.69163584709167
nesh_skylake,6,50.69139647483826
nesh_skylake,6,50.50441336631775
nesh_skylake,6,50.16202139854431
nesh_skylake,6,51.13818836212158
nesh_skylake,6,50.149017333984375
nesh_skylake,6,50.66956400871277
nesh_skylake,6,50.5377938747406
nesh_skylake,6,51.07775640487671
nesh_skylake,6,50.91905355453491
nesh_skylake,6,50.39769887924194
nesh_skylake,6,50.32937002182007
nesh_skylake,6,50.21377182006836
nesh_skylake,6,50.208974838256836
nesh_skylake,6,50.10551619529724
nesh_skylake,6,50.96993398666382
nesh_skylake,6,50.599947929382324
nesh_skylake,6,50.886934995651245
nesh_skylake,6,50.54577660560608
nesh_skylake,6,50.724926471710205
nesh_skylake,6,50.4286527633667
nesh_skylake,6,50.600857973098755
nesh_skylake,6,51.134305238723755
nesh_skylake,6,51.31787657737732
nesh_skylake,6,50.59606647491455
nesh_skylake,6,50.64797496795654
nesh_skylake,8,40.07817769050598
nesh_skylake,8,39.909406900405884
nesh_skylake,8,39.66711235046387
nesh_skylake,8,39.52411103248596
nesh_skylake,8,40.244025230407715
nesh_skylake,8,39.79590964317322
nesh_skylake,8,40.39082193374634
nesh_skylake,8,39.851094245910645
nesh_skylake,8,39.51456308364868
nesh_skylake,8,39.783087730407715
nesh_skylake,8,39.804117918014526
nesh_skylake,8,40.96802020072937
nesh_skylake,8,40.05992293357849
nesh_skylake,8,40.02217149734497
nesh_skylake,8,40.04745936393738
nesh_skylake,8,39.867934465408325
nesh_skylake,8,40.46816349029541
nesh_skylake,8,39.72168517112732
nesh_skylake,8,39.95864677429199
nesh_skylake,8,39.29052782058716
nesh_skylake,8,39.78520607948303
nesh_skylake,8,40.411513328552246
nesh_skylake,8,39.62253999710083
nesh_skylake,8,39.722874879837036
nesh_skylake,8,39.90940022468567
nesh_skylake,10,31.932899713516235
nesh_skylake,10,32.61818981170654
nesh_skylake,10,32.15544652938843
nesh_skylake,10,31.951988220214844
nesh_skylake,10,32.76101231575012
nesh_skylake,10,32.17430019378662
nesh_skylake,10,32.098031759262085
nesh_skylake,10,32.803176403045654
nesh_skylake,10,32.14921760559082
nesh_skylake,10,32.2566032409668
nesh_skylake,10,32.68296456336975
nesh_skylake,10,32.378931760787964
nesh_skylake,10,32.55142831802368
nesh_skylake,10,32.86971426010132
nesh_skylake,10,32.34889101982117
nesh_skylake,10,32.20062804222107
nesh_skylake,10,32.981510400772095
nesh_skylake,10,32.23907208442688
nesh_skylake,10,32.23492074012756
nesh_skylake,10,32.95175576210022
nesh_skylake,10,32.81102800369263
nesh_skylake,10,31.825040578842163
nesh_skylake,10,32.4850857257843
nesh_skylake,10,33.42289900779724
nesh_skylake,10,32.29351782798767
